514.841611,124.337295,27,31,264
896.380561,227.592416,20,29,264
542.909109,236.000917,27,29,264
573.293899,323.193476,26,29,261
632.354112,715.323591,25,27,256
880.157442,445.396071,21,27,260
905.586714,101.231872,20,31,265
122.977335,113.942222,34,31,265
470.135378,546.601176,28,26,259
941.000000,70.000000,6,25,297
